"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1500000US060014085003","Block Group 3, Census Tract 4085, Alameda County, California","910","414",
"1500000US060014085004","Block Group 4, Census Tract 4085, Alameda County, California","951","307",
"1500000US060014085005","Block Group 5, Census Tract 4085, Alameda County, California","1646","578",
"1500000US060014086001","Block Group 1, Census Tract 4086, Alameda County, California","2270","809",
"1500000US060014086002","Block Group 2, Census Tract 4086, Alameda County, California","2451","838",
"1500000US060014086003","Block Group 3, Census Tract 4086, Alameda County, California","1215","461",
"1500000US060014086004","Block Group 4, Census Tract 4086, Alameda County, California","1223","611",
"1500000US060014087001","Block Group 1, Census Tract 4087, Alameda County, California","844","317",
"1500000US060014087002","Block Group 2, Census Tract 4087, Alameda County, California","1429","426",
"1500000US060014087003","Block Group 3, Census Tract 4087, Alameda County, California","2719","1329",
"1500000US060014087004","Block Group 4, Census Tract 4087, Alameda County, California","742","314",
"1500000US060014087005","Block Group 5, Census Tract 4087, Alameda County, California","696","348",
"1500000US060014087006","Block Group 6, Census Tract 4087, Alameda County, California","1106","475",
"1500000US060014088001","Block Group 1, Census Tract 4088, Alameda County, California","1030","484",
"1500000US060014088002","Block Group 2, Census Tract 4088, Alameda County, California","1956","660",
"1500000US060014088003","Block Group 3, Census Tract 4088, Alameda County, California","991","379",
"1500000US060014088004","Block Group 4, Census Tract 4088, Alameda County, California","2645","994",
"1500000US060014089001","Block Group 1, Census Tract 4089, Alameda County, California","1549","275",
"1500000US060014089002","Block Group 2, Census Tract 4089, Alameda County, California","2111","475",
"1500000US060014090001","Block Group 1, Census Tract 4090, Alameda County, California","2835","905",
"1500000US060014090002","Block Group 2, Census Tract 4090, Alameda County, California","0","13",
"1500000US060014090003","Block Group 3, Census Tract 4090, Alameda County, California","1921","538",
"1500000US060014091001","Block Group 1, Census Tract 4091, Alameda County, California","1360","349",
"1500000US060014091002","Block Group 2, Census Tract 4091, Alameda County, California","1117","282",
"1500000US060014092001","Block Group 1, Census Tract 4092, Alameda County, California","1927","365",
"1500000US060014092002","Block Group 2, Census Tract 4092, Alameda County, California","1599","354",
"1500000US060014093001","Block Group 1, Census Tract 4093, Alameda County, California","1999","728",
"1500000US060014093002","Block Group 2, Census Tract 4093, Alameda County, California","1272","344",
"1500000US060014093003","Block Group 3, Census Tract 4093, Alameda County, California","1202","452",
"1500000US060014093004","Block Group 4, Census Tract 4093, Alameda County, California","680","382",
"1500000US060014094001","Block Group 1, Census Tract 4094, Alameda County, California","980","556",
